nombre;estilo;og;abv;ibu;color_srm;litros;publicada;autor;url
Despegados CA;01C - Cream Ale (BJCP 2015);1.047;4.62;15.4;4.799218205980275;60;2024-12-16;Sergio Corbalan;https://www.brew-o-matic.com.ar/#/recipe/clone/DespegadosCA-58338467b210b71d0065dc29-1734385122950
Doble Cream Ale;01C - Cream Ale (BJCP 2015);1.058;5.7;13.7;6.031455716487136;220;2017-10-18;Leonel Lugano;https://www.brew-o-matic.com.ar/#/recipe/clone/GoldenAle-58c19798bf2c6e1d003486e2-1508289288495
Doradita;01C - Cream Ale (BJCP 2015);1.043;4.22;15;3.641610954596249;25;2020-07-30;Jorge manuel vera;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradita-5baa3f97e253e20004539640-1587058200743
Experiencia Cream;01C - Cream Ale (BJCP 2015);1.047;4.62;17.2;5.138593794847383;26;2021-01-19;Francisco Dottori;https://www.brew-o-matic.com.ar/#/recipe/clone/ExperienciaCream-5f676a4aa8f3030004567af0-1607463235075
Experiencia Cream  40 litros;01C - Cream Ale (BJCP 2015);1.043;4.22;18.9;4.921079346471346;40;2021-09-28;Pedro Querini;https://www.brew-o-matic.com.ar/#/recipe/clone/ExperienciaCream35litros-5e45c5a76467d60004586617-1632863969423
Experiencia Cream 8-11-21;01C - Cream Ale (BJCP 2015);1.042;4.13;19.5;5.436303733836242;46;2021-10-01;Francisco Dottori;https://www.brew-o-matic.com.ar/#/recipe/clone/ExperienciaCream40L-5f676a4aa8f3030004567af0-1633104590610
GARRI;01C - Cream Ale (BJCP 2015);1.05;5.11;20.6;5.903858792674501;200;2019-11-21;alejandro rivera;https://www.brew-o-matic.com.ar/#/recipe/clone/GARRI-5dd5e2ca21faf500043670c1-1574345807813
Golden ale última;01C - Cream Ale (BJCP 2015);1.052;5.11;18.5;4.418671187157086;120;2017-07-26;Tomás Turchetto;https://www.brew-o-matic.com.ar/#/recipe/clone/gingeramberale110-53fc9ce23649d08d060000dc-1494706484668
Golden ligth;01C - Cream Ale (BJCP 2015);1.046;5.42;9.4;2.638078112581021;20;2017-01-28;Santiago Benitez;https://www.brew-o-matic.com.ar/#/recipe/clone/Goldenligth-531bfdde2c7cbb116d000472-1485617753326
Grizzly Cream CM;01C - Cream Ale (BJCP 2015);1.051;5.48;16.7;4.261515034764837;150;2019-03-17;franquen;https://www.brew-o-matic.com.ar/#/recipe/clone/GrizzlyCreamCM-5b7b1aa7b534de0004606238-1552505677836
Herr Michel Cream Ale;01C - Cream Ale (BJCP 2015);1.051;5.21;16.6;5.119929789369845;65;2018-08-24;Walter Michel;https://www.brew-o-matic.com.ar/#/recipe/clone/TototslhCream-59094e1045cafa1d004f121b-1535143310960
Honey para Charly;01C - Cream Ale (BJCP 2015);1.054;5.31;25;13.744478498866707;40;2017-06-28;Lucio Diaz;https://www.brew-o-matic.com.ar/#/recipe/clone/HoneyparaCharly-5932ed8a25d7a41d00a267c1-1498667200315
Honning Kveik;01C - Cream Ale (BJCP 2015);1.047;4.62;19.5;5.0306216130926735;210;2020-08-11;Degenhardt Emanuel;https://www.brew-o-matic.com.ar/#/recipe/clone/HonningKveik-54328251d115c4137e00053c-1597152600724
La birra del amigo;01C - Cream Ale (BJCP 2015);1.043;4.79;17.8;3.7629595795820587;65;2020-11-30;Nabla Cerveza Artesanal;https://www.brew-o-matic.com.ar/#/recipe/clone/Yellowsubmarine-59b5ee33325dae1d00f8c127-1596801771759
La primera del año;01C - Cream Ale (BJCP 2015);1.045;4.42;14.7;3.7481292550964374;45;2017-12-29;Sebastián Zaffarano;https://www.brew-o-matic.com.ar/#/recipe/clone/Laprimeradelao-525d9ccf7e179abd34000037-1514575674135
Lemon Pie Ale Amaike;01C - Cream Ale (BJCP 2015);1.045;4.6;19.7;3.805864696620561;26;2016-10-31;Marcelo Javier Prado;https://www.brew-o-matic.com.ar/#/recipe/clone/LemonPieAleAmaike-57964510d2d71f1d00847b9c-1477947300463
Mexican Ale;01C - Cream Ale (BJCP 2015);1.042;4.29;11.2;3.082048533382643;100;2019-11-16;Beto Hadis;https://www.brew-o-matic.com.ar/#/recipe/clone/MexicanAle-540a466c3649d08d060016cc-1573920731883
New Cream Ale Andina;01C - Cream Ale (BJCP 2015);1.056;5.72;8.1;4.4013369397604905;47;2018-11-28;Andina;https://www.brew-o-matic.com.ar/#/recipe/clone/NewCreamAle-5b77fb6bb8798200042d2791-1543377036300
Oatmeal Golden Stout Stradi;01C - Cream Ale (BJCP 2015);1.05;4.91;20.7;5.789601926392025;300;2018-10-30;;https://www.brew-o-matic.com.ar/#/recipe/clone/OatmealGoldenStout-59bae046358ae01d00ec50c4-1537103913064
PE - Cream Ale;01C - Cream Ale (BJCP 2015);1.052;5.11;12.4;4.759119690666301;40;2022-11-18;damian piana;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamAle-588671c04ac5541d003652e5-1651599381922
Pale Ale (Beila);01C - Cream Ale (BJCP 2015);1.058;5.7;22;6.612765105541141;100;2017-11-26;Martin Martinez;https://www.brew-o-matic.com.ar/#/recipe/clone/PaleAleBeila-590f79b873fc0c1d007ec627-1511716386969
Paton del Valle Cream Ale;01C - Cream Ale (BJCP 2015);1.061;5.99;15.6;6.6617696801652695;44;2019-10-04;Damián Limoncelli;https://www.brew-o-matic.com.ar/#/recipe/clone/PatondelValleCreamAle-5d9280c321928a0004cc0081-1570223840759
Pilsen Ale;01C - Cream Ale (BJCP 2015);1.054;5.52;10.5;3.9753272159889947;100;2024-08-24;Pablo Villalobo;https://www.brew-o-matic.com.ar/#/recipe/clone/PilsenAle-5ec187d77850b90004241252-1719016335758
Primavera cero;01C - Cream Ale (BJCP 2015);1.046;4.52;16.2;3.2733948272158258;60;2023-10-06;juan andres fuertes;https://www.brew-o-matic.com.ar/#/recipe/clone/Primaveracero-577f8276cda5941d00efd324-1696604785437
Rubia;01C - Cream Ale (BJCP 2015);1.043;4.22;18.3;3.2035096144343016;20;2021-06-03;;https://www.brew-o-matic.com.ar/#/recipe/clone/Rubia-5b787488b8798200042d2d1f-1600564030547
Rubia ale;01C - Cream Ale (BJCP 2015);1.04;4.09;19.4;4.296665292486325;20;2024-11-26;MIL8DOS;https://www.brew-o-matic.com.ar/#/recipe/clone/Rubiaale-66b2d3cc25ce4d802a50daa0-1732592867784
Rubia de bahia;01C - Cream Ale (BJCP 2015);1.062;6.09;14.5;5.7154200423926715;90;2019-04-15;Orejana;https://www.brew-o-matic.com.ar/#/recipe/clone/Rubiarubia-5beff2d2d11dab0004ba1845-1555290803210
Rubia rubia;01C - Cream Ale (BJCP 2015);1.051;5.01;11.6;4.338672603487611;100;2019-06-14;Orejana;https://www.brew-o-matic.com.ar/#/recipe/clone/Rubiarubia-5beff2d2d11dab0004ba1845-1554834343507
STRADI Cream Ale;01C - Cream Ale (BJCP 2015);1.048;4.72;15;4.195070046977431;500;2020-04-29;;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamAle-59bae046358ae01d00ec50c4-1588171289062
Topo crema;01C - Cream Ale (BJCP 2015);1.048;4.72;14.3;4.190812550730186;25;2020-12-04;Marcelo Tojeiro;https://www.brew-o-matic.com.ar/#/recipe/clone/Topocrema-59d29322b29b4d1d001485fb-1603482485691
Tío Fóforo Cream Ale;01C - Cream Ale (BJCP 2015);1.047;4.8;17.1;4.993474554251629;320;2019-10-25;;https://www.brew-o-matic.com.ar/#/recipe/clone/ToFforoCreamAle-5939905ec02e1b1d009175e3-1571964278950
Valle del Curru;01C - Cream Ale (BJCP 2015);1.043;4.22;8.6;3.3363388856903544;55;2019-12-07;simon gonzalez jofre;https://www.brew-o-matic.com.ar/#/recipe/clone/ValledelCurru-5d2a22f7d581d80004dc71da-1575369322085
Verano en Puerto Patriada;01C - Cream Ale (BJCP 2015);1.049;4.81;17.6;4.125369820924094;40;2019-07-18;noe esteban gonzalez;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamAle-5a9ac5f0101e81001d31aa30-1563446823355
Werker Cream;01C - Cream Ale (BJCP 2015);1.053;5.42;15.7;3.9206208691852353;40;2017-05-28;Lucas Guarro;https://www.brew-o-matic.com.ar/#/recipe/clone/WerkerCream-548eff69bbf40ce662002b8c-1495978559435
Werker Cream;01C - Cream Ale (BJCP 2015);1.053;5.42;16.5;3.9206208691852344;100;2017-10-01;fernando miers;https://www.brew-o-matic.com.ar/#/recipe/clone/WerkerCream-580acfbd93d2b81d00ee729d-1506874162906
Werker Cream;01C - Cream Ale (BJCP 2015);1.045;4.6;18.3;3.4111616781475638;90;2020-08-20;Patricio Heit;https://www.brew-o-matic.com.ar/#/recipe/clone/WerkerCream-5c3d1c229eb1750004d3aa05-1597888116347
cream ale;01C - Cream Ale (BJCP 2015);1.052;5.45;9.1;5.442395561932046;10;2018-10-05;Gabriel;https://www.brew-o-matic.com.ar/#/recipe/clone/creamale-5b5d001f7b88b20004cd637d-1538775017529
cream ale;01C - Cream Ale (BJCP 2015);1.064;6.54;17.5;5.228308405090854;20;2019-02-05;Cristian Lepra;https://www.brew-o-matic.com.ar/#/recipe/clone/creamale-5a20991f4883741d00872514-1548358618097
cream ale 01;01C - Cream Ale (BJCP 2015);1.049;5.01;17.9;8.309930331697919;200;2019-11-28;Nicolas Monzon;https://www.brew-o-matic.com.ar/#/recipe/clone/creamale01-554fe4923ae611045f00001a-1482203209835
cream ale 06;01C - Cream Ale (BJCP 2015);1.048;4.72;19.6;3.843438753964232;30;2017-05-24;Valentin Aguilera;https://www.brew-o-matic.com.ar/#/recipe/clone/creamale06-574b8b0c0b7bed1d0086a620-1495663397368
cream ale PAMPA;01C - Cream Ale (BJCP 2015);1.049;4.88;19;4.673391461122762;20;2018-11-28;Flavi De Paula;https://www.brew-o-matic.com.ar/#/recipe/clone/creamalePAMPA-58f140e3f9178d1d0072d1cf-1493831529173
cream ale del 30/09/17;01C - Cream Ale (BJCP 2015);1.064;6.29;15.6;4.4532466594733515;20;2017-10-01;Elena Polloni;https://www.brew-o-matic.com.ar/#/recipe/clone/creamaledel300917-594cfb4de1ffc11d000e6a39-1506802435756
cream jalea ver 2.0;01C - Cream Ale (BJCP 2015);1.047;4.8;33;5.459290927514121;50;2017-02-02;Julian Jristofilopulos;https://www.brew-o-matic.com.ar/#/recipe/clone/creamjaleaver20-54cff5bb9922a82f08000105-1483918989406
cream sanber;01C - Cream Ale (BJCP 2015);1.059;6.03;21;4.126710124426472;20;2017-04-20;davi zancoff;https://www.brew-o-matic.com.ar/#/recipe/clone/creamsanber-586f94cd1d24e61d0071470b-1492653465752
ginger amber ale 109;01C - Cream Ale (BJCP 2015);1.05;4.91;28.6;5.153502674522471;120;2017-04-28;Tomás Turchetto;https://www.brew-o-matic.com.ar/#/recipe/clone/gingeramberale109-53fc9ce23649d08d060000dc-1492193515025
la cremosita ale;01C - Cream Ale (BJCP 2015);1.047;4.8;8.8;4.296665292486325;50;2019-09-16;adrian pinatti;https://www.brew-o-matic.com.ar/#/recipe/clone/lacremositaale-589219f57655551d00b41f1e-1568592710041
rubia suave;01C - Cream Ale (BJCP 2015);1.064;6.29;17.2;4.4532466594733515;20;2017-08-30;Elena Polloni;https://www.brew-o-matic.com.ar/#/recipe/clone/rubiasuave-594cfb4de1ffc11d000e6a39-1503672138837
rurubia 17/02/24;01C - Cream Ale (BJCP 2015);1.046;4.52;9.4;4.45132903040837;270;2024-02-23;Orejana;https://www.brew-o-matic.com.ar/#/recipe/clone/rurubia170224-5cdf0a1404b97b0004d7ec2d-1708722129229
san patricio edicion;01C - Cream Ale (BJCP 2015);1.042;4.29;18.1;3.4983925988207503;40;2021-03-01;;https://www.brew-o-matic.com.ar/#/recipe/clone/sanpatricioedicion-5cd617d8bef9cb00042c055c-1614615901664
σπιτική μπίρα Cream Ale 02/03/24;01C - Cream Ale (BJCP 2015);1.055;5.4;20.5;6.942645008491545;65;2024-02-29;Julian Jristofilopulos;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamAle020324-54cff5bb9922a82f08000105-1709243728274
#09 - American Wheat (Cuarentena);01D - American Wheat Beer (BJCP 2015);1.05;5.11;22.9;5.641826968611023;50;2020-04-05;Mauro Sorgi;https://www.brew-o-matic.com.ar/#/recipe/clone/09AmericanWheatCuarentena-56e82a54180c221d00c78462-1586084828304
AMERICAN WHEAT BEER;01D - American Wheat Beer (BJCP 2015);1.041;4.08;16.6;5.438357969738843;23;2022-10-04;Miguel  angel pebtz;https://www.brew-o-matic.com.ar/#/recipe/clone/AMERICANWHEATBEER-58518abb664f2f1d00a3393e-1664917154448
AW2020;01D - American Wheat Beer (BJCP 2015);1.051;5.21;0;5.149466805206085;24;2020-11-24;Juan Giriboni;https://www.brew-o-matic.com.ar/#/recipe/clone/AW2020-5888f0794cd2f71d00b20a2e-1606246393838
AWB A lo que salga;01D - American Wheat Beer (BJCP 2015);1.051;5.21;26.2;5.529729441570719;50;2018-01-12;Juan Giriboni;https://www.brew-o-matic.com.ar/#/recipe/clone/AWBAloquesalga-5888f0794cd2f71d00b20a2e-1515788267867
Amarillo American Wheat;01D - American Wheat Beer (BJCP 2015);1.043;4.39;26.8;3.4111616781475638;25;2021-04-09;Matias Ortellado;https://www.brew-o-matic.com.ar/#/recipe/clone/AmarilloAmericanWheat-59bf263c74c6851d00a13816-1571617278760
American Dream;01D - American Wheat Beer (BJCP 2015);1.049;5.2;31.9;4.999664644865272;90.2;2019-03-04;Jorge Gariglio;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanDream-524c327cb1c85f5118000019-1551671290173
American Refresh 2;01D - American Wheat Beer (BJCP 2015);1.048;4.9;21.6;5.32629627676123;23.5;2016-11-03;Rolando Sanchez;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanRefresh2-5355d0613a6a5df2680013d8-1472747645336
American Summer;01D - American Wheat Beer (BJCP 2015);1.058;6.53;35.5;6.129396990873129;35;2017-12-06;Meer Cerveza Artesanal;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanSummer-58e5a3d9def0661d002b559b-1512604499693
American Wheat;01D - American Wheat Beer (BJCP 2015);1.051;5.75;29.6;4.759119690666301;20;2019-09-14;Sebastian Nuñez Szymanski;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheat-553e99647111039c4500006a-1568469439436
American Wheat;01D - American Wheat Beer (BJCP 2015);1.051;5.21;23.1;4.632799018416733;24;2019-09-12;Nafer Bustamante;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheat-5b2ed60ecbcf490004af8363-1568319723263
American Wheat;01D - American Wheat Beer (BJCP 2015);1.06;6.13;24.5;5.1049761249889185;20;2020-06-20;Marcelo Navarro;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanBrowWheat-5e6f92f2229e3b0004db7518-1584374051875
American Wheat;01D - American Wheat Beer (BJCP 2015);1.054;5.52;13.8;4.542263128933453;55;2020-12-02;julian Vinagre;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheat-524a27fd1ce6b6c104000019-1606917580617
American Wheat 2026;01D - American Wheat Beer (BJCP 2015);1.049;5.01;0;4.691099926196576;100;2026-01-04;Ernesto Montesano;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheat2026-5c36549c803f3a000422f673-1767568715543
American Wheat 50 lts;01D - American Wheat Beer (BJCP 2015);1.047;4.8;21.3;5.772144625254191;50;2017-01-20;Fermín Martínez Ramírez;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheat50lts-56a8be094797831d000f7c29-1484904600698
American Wheat Ale - 71;01D - American Wheat Beer (BJCP 2015);1.044;4.32;21.6;4.145071371730526;70;2024-03-07;Lolo;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheatAle71-5975664f0e18d01d0031143b-1554223178663
American Wheat Beer 20Lts;01D - American Wheat Beer (BJCP 2015);1.051;5.21;26.9;4.916179291040994;26.5;2019-06-18;Ramiro Ezequiel Frias;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheatBeer-5bcd0692e152e600049198f7-1559015411983
American Wheat CANITAS 30/04 VILLANOS;01D - American Wheat Beer (BJCP 2015);1.051;5.21;28.1;5.249934397743215;20;2017-04-17;Cesar Daniel Moro;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheatCANITAS3004VILLANOS-558958b379845cce58001557-1492460008608
American Wheat Concurso Jun 2017;01D - American Wheat Beer (BJCP 2015);1.051;5.01;16.1;4.574857500634103;22;2017-06-15;Matias Merlos;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheatConcursoJun2017-55ca5143807709c069001605-1491495042468
American Wheat Kiko´s Birthday !;01D - American Wheat Beer (BJCP 2015);1.043;4.51;14.8;5.907994448882272;22;2016-09-23;David Petreigne;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheatKikosBirthday-562578ce6ce8e1c31c3cf21f-1472843356915
American Wheat Lot#20MAY2017;01D - American Wheat Beer (BJCP 2015);1.047;4.62;25.4;4.800598173308286;58;2017-05-18;Cerveza Piave;https://www.brew-o-matic.com.ar/#/recipe/clone/Americanwheat-57b1d4a58289261d00b7bf36-1490231823354
American Wheat Piña;01D - American Wheat Beer (BJCP 2015);1.053;5.42;26.8;5.862083133791401;120;2020-07-29;Cerberus Cerveza Artesanal;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheatPia-59588e1a7803e51d001cecbf-1595110642419
American Wheat Sas;01D - American Wheat Beer (BJCP 2015);1.045;4.83;17.3;5.382538741963802;45;2019-05-01;Gabriel Paz;https://www.brew-o-matic.com.ar/#/recipe/clone/Coloniaargentina-5998eb317be5d01d0036b5d5-1556724245441
American Wheat V1;01D - American Wheat Beer (BJCP 2015);1.044;4.32;16.4;4.204738825539863;55;2019-12-16;Gabriel Paz;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheatSas-5998eb317be5d01d0036b5d5-1572826969411
American Wheat coccion Antares;01D - American Wheat Beer (BJCP 2015);1.051;5.01;18.4;4.418671187157086;30;2017-02-28;Mariano Bisbal;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheat-5469f50ad115c4137e00ec11-1479505421947
American Wheat nro 92;01D - American Wheat Beer (BJCP 2015);1.047;4.62;20.1;4.4013369397604905;70;2018-03-29;Fermín Martínez Ramírez;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWheat70lts290318nro87-56a8be094797831d000f7c29-1522328561571
American wheat;01D - American Wheat Beer (BJCP 2015);1.047;4.8;25.4;5.685880880632034;40;2019-12-09;Diego da Rocha Santos;https://www.brew-o-matic.com.ar/#/recipe/clone/Americanwheat-5d911325b49d5e0004732d69-1575863303952
American wheat;01D - American Wheat Beer (BJCP 2015);1.051;5.21;3.9;5.06844219102967;40;2020-01-10;Bam bam;https://www.brew-o-matic.com.ar/#/recipe/clone/Americanwheatparadora-5af20f61faf2f50004f5c854-1578693018208
American wheat (trigo);01D - American Wheat Beer (BJCP 2015);1.05;5.11;27.5;4.190812550730187;100;2020-10-25;high valley;https://www.brew-o-matic.com.ar/#/recipe/clone/Americanwheattrigo-5efc854a1cbdb90004da867b-1603662599967
American wheat Leo SJ;01D - American Wheat Beer (BJCP 2015);1.054;6.08;16.3;4.349145323285144;20;2020-05-12;Leandro Capellino;https://www.brew-o-matic.com.ar/#/recipe/clone/HoppyKolschOctubre18-5cd1e2434ea83a0004322433-1588257236284
BS_American Wheat;01D - American Wheat Beer (BJCP 2015);1.044;4.38;21.9;3.698178072422644;20;2016-11-07;Birra Store;https://www.brew-o-matic.com.ar/#/recipe/clone/BSAmericanWheat-57af058a4ad8541d000ad1d1-1478553335953
Catalina American Wheat Beer;01D - American Wheat Beer (BJCP 2015);1.044;4.32;31.7;4.383971372598905;30;2017-05-13;Periku Nasdemiku;https://www.brew-o-matic.com.ar/#/recipe/clone/KatalinaAmericanWheatBeer-572b5ee57e1c1e1d003b5d7d-1494693779793
Contrigo  50 +;01D - American Wheat Beer (BJCP 2015);1.053;5.21;21.1;5.624006195413466;24;2017-04-20;Alfonso Durán;https://www.brew-o-matic.com.ar/#/recipe/clone/Contrigootros50-555b606500d82cba4a000027-1491381337357
Cupido Trigueña Motorizado;01D - American Wheat Beer (BJCP 2015);1.048;5.6;40.5;6.118211056134692;48;2020-05-21;Daniel Urso;https://www.brew-o-matic.com.ar/#/recipe/clone/Triguea-5e4840e93633d10004bb9fca-1590028567584
Guetap American Wheat;01D - American Wheat Beer (BJCP 2015);1.041;3.97;25.9;4.500401612478748;23;2017-04-02;Nicolás Zitarosa;https://www.brew-o-matic.com.ar/#/recipe/clone/AthelstanWeissbier-55f879c7e0fe710b1600007d-1450465934470
KeiKruK;01D - American Wheat Beer (BJCP 2015);1.061;5.99;16.1;8.67587963166616;500;2017-11-10;jesus alberto olivo;https://www.brew-o-matic.com.ar/#/recipe/clone/KeiKruK-5582e34edaa6c2a2760045b2-1510341477647
LASMICH RAICES;01D - American Wheat Beer (BJCP 2015);1.041;4.3;15.1;3.935243241499307;45;2026-06-19;nicolas michalak;https://www.brew-o-matic.com.ar/#/recipe/clone/LASMICHRAICES-5a86f0def2aa6e001ddc2c55-1538588030583
MI petisa - Lucho'S Bier Homebrewer;01D - American Wheat Beer (BJCP 2015);1.051;5.01;31.2;4.4599970405953835;23;2020-04-19;Lucho's Bier;https://www.brew-o-matic.com.ar/#/recipe/clone/MIpetisaLuchoSBienHomebrewer-5c17a9c5b25900000427abc8-1587304023393
Misioner Weissen;01D - American Wheat Beer (BJCP 2015);1.039;4.09;35.3;2.8766696543443806;250;2016-09-26;Pablo Medina;https://www.brew-o-matic.com.ar/#/recipe/clone/MisionerWeissen-5249cb644b1137475300016a-1471921193762
Playa Grande v1.0 2026;01D - American Wheat Beer (BJCP 2015);1.05;5.11;9.7;3.7767134843995747;25;2026-07-31;Chiki;https://www.brew-o-matic.com.ar/#/recipe/clone/PlayaGrandev102026-5975109bb7b3fa1d000614f2-1772980674492
Summer Ale;01D - American Wheat Beer (BJCP 2015);1.042;4.51;40.1;4.759119690666301;40;2017-09-29;Giorgio Frederich;https://www.brew-o-matic.com.ar/#/recipe/clone/SummerAle-59ccf94bfae2b61d00b4ec95-1506606066442
Trigo 2.0;01D - American Wheat Beer (BJCP 2015);1.041;4.83;16.1;5.536463267203337;48;2020-06-16;Daniel Urso;https://www.brew-o-matic.com.ar/#/recipe/clone/Trigo20-5e4840e93633d10004bb9fca-1592056807923
Trigo Pomelo y Azhar;01D - American Wheat Beer (BJCP 2015);1.041;4.03;23.3;5.007282587816792;70;2019-09-02;Yoli Solari Sala;https://www.brew-o-matic.com.ar/#/recipe/clone/TrigoPomeloyAzhar-57336beeeb81bd1d0056e13f-1567433926658
Trigueña;01D - American Wheat Beer (BJCP 2015);1.052;5.31;20.4;4.883923062560061;20;2018-10-09;Axel Lara;https://www.brew-o-matic.com.ar/#/recipe/clone/Triguea-5bb046dce60a8d00048c9589-1539101422183
WHEAT BEER -KIT;01D - American Wheat Beer (BJCP 2015);1.06;6.76;14.8;4.375276769817584;20;2017-08-25;gonzalo losada;https://www.brew-o-matic.com.ar/#/recipe/clone/WHEATBEERKIT-596a3f13e6defa1d002aad5d-1500141942734
Watson Framboise;01D - American Wheat Beer (BJCP 2015);1.065;6.64;28.9;7.956300484179957;16;2020-06-02;Pau Lebiere;https://www.brew-o-matic.com.ar/#/recipe/clone/WatsonFramboise-5e54fe62fc20970004455d0b-1591095039166
Wheat Biscuit;01D - American Wheat Beer (BJCP 2015);1.054;5.31;7.9;7.090916778110792;40;2018-09-19;Gerardo Rodriguez;https://www.brew-o-matic.com.ar/#/recipe/clone/WheatBiscuit-5ba17f34cd5f790004cf3727-1537377521167
american hoppy wheat;01D - American Wheat Beer (BJCP 2015);1.044;4.5;24.8;3.9726001106392497;20;2021-09-30;juan3719;https://www.brew-o-matic.com.ar/#/recipe/clone/americanhoppywheat-60c943857e8f8b0004ab4c8f-1633010192024
american wheat SIR CHARLY;01D - American Wheat Beer (BJCP 2015);1.044;4.5;26.1;3.9753272159889947;100;2020-08-03;Javier Andrés Romano/;https://www.brew-o-matic.com.ar/#/recipe/clone/americanwheatSIRCHARLY-5356a2d53a6a5df268001644-1596456247570
american wheat noviembre 2025;01D - American Wheat Beer (BJCP 2015);1.052;5.11;14.1;5.766626769819196;100;2025-11-26;adrian rivarola;https://www.brew-o-matic.com.ar/#/recipe/clone/americanwheat-56ea9071ecdaab1d00a5e08f-1764194363102
session 05;01D - American Wheat Beer (BJCP 2015);1.044;4.5;22.7;4.142819737785284;25.8;2020-01-28;Valentin Aguilera;https://www.brew-o-matic.com.ar/#/recipe/clone/session05-574b8b0c0b7bed1d0086a620-1580244979850
trigo americana;01D - American Wheat Beer (BJCP 2015);1.06;6.13;27.4;5.907527586357431;31;2026-03-13;Claudio Venegas;https://www.brew-o-matic.com.ar/#/recipe/clone/Weizenchela32-6360aefb780324bd5d4e2b02-1674281660964
trigo yanki;01D - American Wheat Beer (BJCP 2015);66.516;6436.95;13.7;1036.1374754932242;20;2020-10-29;Sportivo Murga;https://www.brew-o-matic.com.ar/#/recipe/clone/trigoyanki-5ed1a0733635c500043a5602-1603981120042
